class,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
forest,8237.94,7658.25,8187.9,7911.49,5443.5,2191.4,6133.04,4620.88,1138.19,7839.09,6854.13,831.089,8237.94,7393.96,3466.48,4569.3,546.63,1963.13,8170.5,6833.5,4449.47,814.594,638.6,758.061,7365.95,7536.82,1497.93,3769.01
forest,8279.73,2081.45,8279.73,8193.75,4199.95,5868.47,7860.46,4302.48,2218.32,7734.05,4120.61,1711.24,3368.86,2715.96,8100.39,3116.58,446.563,4688.65,8121.34,1114.36,4396.16,1540.89,889.078,816.975,1244.59,7454.67,1979.17,3555.9
forest,8129.67,7760.17,8129.67,8093.46,7905.1,7753.62,7598.3,752.557,4941.18,7414.66,7374.02,1233.91,5341.45,4812.1,7420.97,1820.43,876.608,1259.59,7931.14,4188.62,4081.26,521.361,911.407,6080.51,4898.96,7598.07,6239.18,1362.69
forest,8213.56,7889.48,7991.78,7656.66,6037.59,6289,6603.4,2318.78,3950.48,7185.51,6588.28,5791.27,8213.56,4499.85,7217.32,1724.75,493.31,1082.93,6569.08,5769.28,3109.29,4786.12,720.496,4679.75,2246.99,7074.18,7459.41,1055.91
forest,8271.67,7840.94,8271.67,5876.21,637.715,5787.18,7972.46,1603.34,1346.6,7925.83,7943.51,1272.26,3706.9,2990.75,7215.99,2051.28,503.007,4718.11,8050.32,2703.44,3913.66,794.497,4162.12,1118.85,1330.88,7587.75,2593.26,6100.59
forest,8295.23,7624.14,8295.23,8146.13,7319.37,3982.24,5554.7,4589.63,846.903,7718.79,4239.07,852.391,8039.37,7303.17,5932.46,2779.18,568.594,1354.23,7993.85,6715.8,4680.35,859.342,856.758,729.138,7475.28,7509.87,617.443,2794.12
forest,8283.75,7484.33,8134.34,1967.47,7539.68,7698.23,7916.71,5004.42,8018.02,1682.73,8069.45,3778.85,8283.75,7517.09,5399.07,7619.79,2424.64,4248.63,8024.4,5455.42,2338.31,1043.5,3836.7,7430.07,2923.64,7885.15,2602.7,4657.58
forest,7286.14,3683.47,7286.14,4626.33,5535.45,5589.51,5331.55,4105.6,6121.87,6159.69,6357.43,2952.97,3357.19,6931.2,2544.22,7099.11,566.055,1115.74,4232.84,589.908,2687.34,2164.63,1407.31,1892.67,1344.39,5335.4,5446.2,3419.92
forest,8100.49,7827.89,7136.77,992.885,6928.48,6993.76,7069.51,569.188,7272.68,5318.72,7542.8,4161.5,8100.26,7464.88,6190.56,7820.64,485.555,3783.84,8100.49,6752.75,2522.33,3796.81,2532.86,6739.24,711.757,7346.57,4985.28,5885.76
forest,8310.72,7613.12,7159.81,1272.83,7281.97,3106.01,4596.2,4393.27,8095.19,8024.54,7592.5,514.394,546.453,1795.76,8310.72,6922.72,530.588,5671.94,7978.69,6580.68,1073.79,6314.52,2040.05,4891.49,7063.88,7910.19,7773.44,520.735
forest,7560.35,7368.66,7314.15,5231.55,4207,478.876,5929.56,797.258,3874.93,7560.35,5068.71,813.863,1062.16,5475.6,7435.7,2503.59,651.118,1943.93,7260.31,5810.54,4092.04,1627.43,662.762,979.724,1048.07,7145.5,5075.04,1188.84
forest,8001.66,6385.9,6928.93,6692.24,5182.61,6046.08,6438.6,1685.27,3916.81,7130.26,7277.65,1702.9,8001.66,6784.88,7062.27,1096.05,3547.95,4263.94,7625.1,992.705,2865.28,903.191,4792.66,5707.07,1070.7,6868.6,2145.04,1000.74
forest,8124.42,7656.67,8124.42,2524.12,3939.06,3792.88,7437.23,3305.67,7287.35,7650.03,7189.74,940.023,335.471,3272.03,7294.95,5615.63,490.849,5564.5,8120.55,6132.33,4966.92,893.769,4827.28,1948.28,5290.86,7461.65,6898.87,1327.28
forest,8257.17,7847.99,8257.17,8215.85,7810.42,7401.86,7943.64,2049.97,7754.78,7610.01,7534.83,2116.29,4424.05,1735.22,8086.12,5797.44,659.375,2591.56,8035.76,286.293,3308.59,3388.14,1369.42,7777.52,5802.45,7675.21,7240.82,1601.46
forest,8329.68,7190.76,6612.14,6377.24,4868.32,5383.38,6053.29,6373.55,7437.75,7564.08,6986.44,4501.98,8329.68,702.113,3498.16,813.032,864.932,2871.5,7873.03,4207.24,2370.08,827.579,4442.63,1485.71,1642.24,7163.96,6887.91,2808.93
forest,7996.72,7574.9,6159.92,838.13,7909.98,7231.39,7910.24,1025.46,2378.42,1641.06,7506.31,1635.01,2843.7,4187.96,7716.64,428.366,481.546,2450.05,7996.72,1086.19,3010.42,452.122,1383.45,707.915,1466.51,6592.72,848.316,608.308
forest,8358.26,5159.22,1195.25,7493.08,6697.79,1119.53,6402.04,792.395,5511.11,7367.45,6728.93,1931.04,1929.42,4911.16,8358.26,1448.43,449.532,1088.66,7619.1,1561.16,4270.39,606.298,3874.8,2731.61,1917.71,6778.67,4305.12,549.857
forest,7292.72,3343.19,5710.87,5018.2,4955.47,5138.15,4948.52,472.544,7087.8,7066.48,5701.42,3217.48,6806.75,5056.61,6749.51,654.861,520.24,1050.55,4688.42,6297.48,3000.99,3213.17,744.868,7142.04,7136.68,7292.72,3015.84,1602.13
forest,8357.21,7878.91,7947.1,2413.44,7566.47,7680.27,6863.69,493.776,7866.37,2572.71,8183.83,3498.15,8357.21,6465.24,6382.18,7879.76,574.091,2199.92,8152.76,6648.07,2573.67,5809.32,2501.03,6484.85,1277.6,7888.07,5167.1,6174.61
forest,8255.44,7951.64,6016.87,8255.44,7810.36,4819.45,8007.86,6834.06,6344.39,8097.62,4455.44,2804.82,5861.93,1216.56,7440.85,7204.89,432.193,3076.63,5469.72,1386.67,3081.63,1334.9,1087.68,1129.64,7154.2,7983.56,7834.03,5426.15
forest,8024.55,1476.18,7298.54,5839.02,3540.8,6661.45,7057.98,1468.63,7592.46,4705.27,7569.81,1408.19,8024.55,7255.34,7672.99,5228.19,2501.99,3089.21,2144.92,5793.84,2063.64,497.121,3767.63,2397.27,1540.23,7154.76,972.679,6557.49
forest,7984.99,7546.7,3155.64,7984.99,7797.66,7505.49,7862.81,3742.98,5716.07,7962.4,5758.36,2436.02,6764.16,1589.28,5544.09,4562.27,651.024,1752.45,7876.74,447.783,3743.06,732.989,6191.43,948.325,4816.17,7909.8,2382.39,406.593
forest,8261.15,7516.85,6946.2,4174.61,6570.73,6176.41,5224.57,6604.38,7678.01,7747.49,7332.88,521.229,6290.59,1443.38,8261.15,6680.78,661.944,5499.15,6157.07,6569.14,2952.57,5670.77,6444.98,2412.26,7460.61,7499.08,7583.53,936.23
forest,8121.73,1554.16,8088.42,7999.26,1492.62,7761.21,8077.36,1724.38,8098.81,8121.73,8047.88,1153.42,4303.87,3640.92,7953.92,5248.87,527.977,4666.93,7934.1,894.526,1586.9,1847.07,1351.31,4878.21,3558.86,7983.04,3685.25,2231.94
forest,8061.68,7373.07,5998.03,740.575,6253.97,5934.13,6214.34,4630.82,4816.96,7064.61,7115.63,474.545,5413.68,4912.25,8061.68,1121.81,798.722,5419.37,6409.02,6743.11,1123.63,5323.78,5913.75,574.622,5059.52,6682.91,3153.21,559.685
forest,7770.36,6513.51,7463.12,6779.87,6618.03,6451.85,3848.69,5613.08,4577.55,7350.79,6313,2001.17,6260.52,6719.98,7252.45,4418,534.817,2048.58,7770.36,1257.05,2958.95,568.177,1116.2,971.914,4362.02,6541.5,5417.15,3816.29
forest,8107.48,7496.25,6069.59,5654.62,7372.71,7629.64,8073.14,1087.39,6140.44,5902.73,7596.84,2798.05,807.881,4199.48,8077.43,929.3,786.213,4362.89,8107.48,963.974,3809.15,6030.58,6265.44,2611.24,555.233,7548.34,7366.84,1736.08
forest,8277.8,7444.98,7000,8118.8,7999.47,7581.57,1719.71,855.464,7745.35,4685.05,6325,2136.77,839.435,890.993,8277.8,3391.73,398.341,3097.29,7916.02,1310.52,4859.24,6418.6,605.545,1071.3,934.948,7618.28,2415.08,710.892
forest,7956.35,7336.72,3259.5,7956.35,7346.43,6224.46,2908.17,2368.27,5959.96,5426.9,5154,1505.42,5505.02,3749.37,6989.71,1887.74,505.861,4377.65,7911.04,2118.67,4620.27,3728.64,570.684,1213.64,1211.48,5903.96,4517.74,1203.46
forest,8060.47,7818.69,7649.91,8050.72,7606.37,2620.94,7788.76,648.499,7888.44,7747.28,7852.54,1049.47,4696.29,2990.48,5409.12,883.531,488.227,3870.9,8060.47,2223.41,4135.06,1130.6,4583.48,2360.78,882.836,7227.84,1360.13,2102.33
forest,7619.76,7449.39,7619.76,6916.08,6039.56,5554.39,6009.99,2145.76,6949.99,6937.06,3440.15,1233.96,3499.08,5131.07,1535.07,7048.52,623.686,2331.54,1604.32,3587.82,2973.44,502.35,3815.41,2237.93,2257.85,6710.15,938.485,4258.94
forest,7820.94,5449.92,7794.08,7517.36,6852.76,6763.56,6939.43,5185.66,7442.15,7716.28,2238.84,1136.26,7820.94,1951.59,2654.98,858.35,417.929,4815.92,7767.61,5508.56,4487.66,2982.08,3572.2,1056.36,727.367,7004.69,2974.17,6144.68
forest,7807.87,7677.26,7508.04,4137.78,5729.9,4460.9,5274.42,3501.43,7136.58,7362.55,7807.87,2244.49,1487.68,5165.28,3960,7017.7,545.499,2848.11,6771.45,1429.45,2731.78,1568.03,723.022,2675.51,3307.53,6716.32,6929.71,6691.99
forest,7814.72,7158.95,4921.15,776.613,1611.31,7594.56,7556.68,958.439,7603.4,7255.77,2959.45,3311.82,6406.88,7031.08,3017.13,659.221,694.353,3526.11,7814.72,191.002,1523.08,565.897,826.682,1567.16,7229.67,7047,6858.68,519.215
forest,7672.08,2957.46,5135.81,6925.8,6494.92,3251.95,5997.52,3873.52,3598.54,6726.39,7204.61,1370.06,1287.1,5247.39,7672.08,6969.47,557.402,1292.11,7295.58,592.895,4069.18,2727.78,2004.35,825.142,3143.34,5762.69,1147.95,559.114
forest,8249.12,7764.19,8249.12,7835.31,5404.37,7767.94,7818.67,2955.06,6272.52,7571.38,7116.82,1104.22,5115.01,6816.13,3706.65,4110.44,894.642,3304.59,2778.4,2868.55,2778.34,409.959,676.468,1838.39,6675.79,7567.54,7291.31,2147.03
forest,7996.82,7699.45,7996.82,7964.46,7602.91,7554.34,6380.23,2056.97,6000,6399.04,7809.49,1176.02,7690.41,5703.82,7377.8,7219.9,1258.44,2380.02,7793.98,4550.75,3473.79,263.763,3609.78,4927.3,5059.6,7744.43,7741.22,4576.98
forest,8096.92,6448.36,7945.91,676.203,7690.65,7465.26,7943.75,425.048,7934.34,7865.79,7865.28,6723.64,8096.92,7090.33,6944.04,5107.76,686.367,4247.73,1797.55,294.837,3216.34,393.769,1737.54,1458.16,1234.76,6901.75,7767.48,520.692
forest,7975.65,2541.25,7975.65,3422.7,7685.85,2477.88,7382.87,3589.98,6938.32,7815.07,5853.95,2262.4,7418.86,1267.07,5893.58,986.816,581.395,1449.65,6363.45,323.263,2380.31,800.437,1340.21,1648.97,7543.46,7732.93,6166.95,442.51
forest,7664.86,7386.97,7164.52,647.309,6457.96,3612.17,7210.35,7061.23,1028.47,7664.86,4464.5,444.282,810.439,1623.3,6586.06,1076.48,642.788,5461.79,4726,6891.38,3652.89,5833.78,5162.06,923.41,3863.15,7468.58,5070.19,621.393
forest,7721.66,3649.88,7582.37,2313.67,4065.63,796.929,2196.4,6992.07,6954.75,7514.86,7446.35,994.661,6213.4,4213.61,6434.75,7043.85,429.568,4823.95,7721.66,4919.3,4142.17,619.864,5046,1191.49,3521.18,7178.02,2336.34,826.846
forest,8252.08,7817,8252.08,8199.87,7634.05,7900.87,6132.93,4848.17,5039.16,7906.28,7981.09,1456.84,5170.96,7211.88,5913.55,6203.61,1553.22,2729.16,7607.75,3805.3,4102.29,133.416,2422.11,5659.81,4046.39,8086.03,8012.96,4439.75
forest,8410.2,7931.58,8345.9,8263.39,7831.06,7900.19,8028.42,1983.75,7678.54,7843.06,7966.47,1931.56,8410.2,5466.84,7573.6,7462.2,487.133,1053.6,2730.8,315.324,3070.58,5654.6,2735.45,7650.65,6352.8,7587.58,7280.87,3157.51
forest,8063.14,1071.56,7482.36,6858.99,3751.64,6352.16,6792.55,4981.32,7120.32,4170.46,7665.48,1310.88,8063.14,6834.39,7964.26,5189.8,1581.34,2048.98,5628.6,6630.13,2724.84,106.29,3395.38,3825.89,1653.46,6850.94,6405.51,1303.6
forest,8208.91,7144.41,4688.73,480.055,6202.59,6938.41,4927.78,5751.26,7764.56,7745.6,7634.41,489.197,6343.47,6882.2,8208.91,5529.99,784.245,3752.09,7959.44,344.804,2062.83,584.245,6881.49,2610.67,7412.85,7456.17,7442.68,667.86
forest,8089.24,7217.94,8049.56,8089.24,5206.72,7832.11,7871.89,2383.31,7298.19,7792.03,7626.91,848.55,8082.93,6696.97,2718.81,980.618,1624.93,1872.96,6291.79,3267.46,3882.1,1319.46,1259.39,2469.69,6523.21,7799.5,4403.43,1840.44
forest,8314.64,1208.05,8190.25,974.277,4457.52,1741.4,2139.23,6777.66,7969.67,7908.77,7895.12,623.188,857.291,7449.13,8314.64,7762.41,445.361,4988.32,8068.4,971.798,1092.06,984.339,4988.08,669.664,7781.88,7916.95,3362.7,1005.8
forest,8269.74,7526.01,874.204,6117.1,6763.78,7427.47,7728.23,1752.58,7642.87,7413.31,6035.42,2229.81,555.266,724.613,8269.74,5714.51,349.47,2569.54,8068.93,1268.36,5029.61,3054.88,5858.56,2644.17,4335.69,7859.42,6454.54,884.394
forest,8469.53,7714.55,8256.89,8135.42,7454.58,2212.87,7644.46,2818.37,7891.12,8019.05,3901.86,1133.62,8177.63,7758.3,8469.53,6918.31,743.075,3897.06,1333.8,4662.03,3673.84,729.273,6900.01,1008.19,1479.2,7728.66,1896.66,4016.65
forest,7432.97,7382.35,5010.12,5873.45,4113.35,4253.48,4087.23,4612.18,6541.93,2079.03,1706.26,1092.17,7432.97,2657.61,6894.98,4340.44,661.002,2588.48,6268.25,4881.36,3257.29,2931.76,1596.48,1714.75,3509.08,6632.52,5481.69,1267.61
forest,8196.69,1683.46,7861.72,1010.5,4179.19,4387.44,5499.77,7315.2,7908.21,7400.58,7803.09,564.099,8097.54,6387.56,8196.69,7606.8,460.541,3165.13,7790.18,5979.3,1951.44,6129.59,4901.67,697.488,7485.37,7391.88,4520.55,515.673
forest,8270.58,7657.2,8165.59,8115.88,7537.56,7558.59,7727.3,564.623,7954.18,7552.67,7052.34,1981.44,8134.17,7294.45,1985.96,7513.6,550.935,3745.35,8270.58,7402.92,1781.88,2737.95,7561.83,6132.94,1672.23,7696.34,1473.69,726.96
forest,8030.35,7226.96,7504.47,1590.46,6904.33,6844.29,7362.69,1010.23,7497.73,7658.77,7688.03,626.46,6898.36,7072.18,8030.35,402.324,761.648,4063.1,7519.44,2660.19,1464.76,511.348,6412.32,6615.12,893.124,7330.12,7277.74,2455.25
forest,7925.15,7715.3,6398.82,7299.17,5882.39,5889.59,6273.91,596.358,7078.85,7298.04,7560.55,3608.02,6816.54,4812.1,6680.19,643.065,622.993,2566.46,7925.15,1122.65,2228.41,50.7615,5595.76,960.703,4439.74,6860.3,7436.53,932.384
forest,8083.88,4688.15,6808.54,598.825,5426.2,1898.59,4792.12,7446.81,7948.53,3971.42,7924.21,594.078,643.143,7254.99,6758.73,7713.53,436.459,4590.06,8083.88,1037.75,3232.99,5233.95,7447.28,621.558,7750.14,7892.65,2406.47,1019.02
forest,8142.86,3111.75,8142.86,4276.59,7505.19,7437.54,7761.81,882.626,6788.79,7531.75,7262,466.086,7678.68,4147.9,7868.97,1232.74,462.198,2516.27,8033.16,279.073,1485.65,4115.01,690.018,7648.43,7228.44,7310.56,6981.49,2183.78
forest,7975.67,7525.57,7975.67,5551.95,6324.41,591.862,7006.63,1131.89,6934.29,7672.94,7730.42,1003.15,5254.61,1094.2,5875.8,5474.96,450.138,2091.11,7773.94,5983.27,3526.99,870.988,911.453,752.535,6239.71,7715.38,4333.46,3217.5
forest,8388.4,6290.14,8388.4,8190.31,7341.93,7426.34,7533.92,685.911,7607.93,7707.13,7855.47,1469.2,6051.05,2245.39,8236.1,1387.39,738.78,3140.75,7826.15,6342.2,3773.24,4234.75,7025.8,1660.14,6871.79,7040.84,2411.06,6229.19
forest,8044.74,7799.34,8044.74,6218.17,7664.75,7678.37,6533.49,2708.43,8032.3,8013.02,8023.49,5452.57,1684.73,6322.84,2338.17,4352.75,507.13,2723.03,7995.56,473.577,3211.38,787.698,542.889,960.497,6871.43,7807.37,6729.77,579.038
forest,8154.55,6870.58,6045.11,5680.91,5300.55,1921.65,5523.24,4546.23,3006.85,6752.27,4724.41,453.647,2805.03,7310.26,2990.14,5670.32,1117.57,6146.64,8154.55,6621.76,3561.39,3914.37,4123.62,560.222,3377.59,6788.69,6981.38,1643.7
forest,8280.15,6234.96,8280.15,3239.4,3465.12,1692.36,8098.34,3740.03,7964.36,7975.28,5007.06,2282.17,8144.02,4199.77,5867.97,575.371,747.732,1313.45,5727.72,259.712,2268.83,1172.75,1002.48,1952.72,3958.26,7801.59,7452.87,417.978
forest,8034.11,6593.5,8034.11,4260.31,6471.72,6589.46,6359.72,6635.17,7149.33,6499.18,6806.86,953.355,685.904,5471.5,6839.42,4824.28,497.538,4472.98,7414.48,6321.63,4363.87,5412.9,1628.55,1115.21,6844.73,6459.76,4174.34,772.921
forest,8232.51,7489.04,7816.15,7347.9,5828.35,5935.48,6018.59,5679.31,5403.5,6685.36,6089.68,1763.87,8003.72,1043.58,8232.51,3196.32,688.242,4080.35,2920.65,4367.76,2588.68,1798.96,4042.8,1195.23,6133.02,6008.54,6319.44,2879.41
forest,8197.47,7831.78,7185.88,3166.13,5566.36,6097.02,4982.84,602.689,7397.24,4038.75,7795.88,7226.35,8197.47,7461.37,5053.96,4828.27,553.461,4589.89,5418.5,5939.73,2508.57,3889.89,1701.74,6112.89,5828.5,7222.96,3812.25,5972.11
forest,7884.54,1998.92,3789.96,7884.54,6904.42,7428.2,7616.55,840.531,7340.99,7733.19,7634.26,1669.34,3750.37,6874.52,3960.31,1683.42,688.406,964.124,7808.91,264.702,3530.01,459.738,4792.25,1709.03,1166.59,7503.09,7566.94,676.829
forest,7525.43,5327.37,6715.94,5358.56,6943.84,6876.5,6931.77,3104.35,6807.33,5499.45,7525.43,2791.56,1564.36,4868.15,2881.01,4900.23,750.91,829.423,6460.43,255.355,2246.08,471.651,3689.68,4212.39,891.436,7101.56,2325.27,1193.33
forest,6818.2,6424.51,5634.62,2309.25,4911.24,5176.16,4964.51,4397.67,5842.9,538.192,6061.27,3065.16,6657.58,6318.57,5440.18,6818.2,1713.65,4392.51,6410.55,4517.27,2158.63,1623.14,1585.11,5217.58,1266.63,5525.67,1500.38,4638.85
forest,8084,6401.92,6818.44,8084,7479.32,7656.67,7881.91,1023.28,8015.36,7900.07,7924.31,4512.97,6887.6,4412.84,6738.32,6150.98,517.002,1663.04,8043.98,292.083,3507.84,474.289,486.199,853.489,1621.96,7703.51,7655.25,442.992
forest,8138.73,7347.81,8107.1,965.536,7842.32,7798.38,7944.58,5070.18,7663.33,1773.13,7678.64,2254.42,8005.59,6582.93,7143.08,7558.87,2554.54,4157.6,8138.73,2925.44,2557.8,687.373,5987.36,7756.05,2280.89,7537.94,1335.67,3619.83
forest,8075.06,6035.55,8075.06,3518.51,5138.95,7634.75,7723.38,5647.49,7574.87,7329.4,7190.37,3043.55,7531.69,6384.2,4925.34,4168.52,629.103,4503.4,1438.18,934.779,3360.55,5261.66,659.403,1867.96,4370.47,7259.28,4502.33,2778.14
forest,8180.96,7494.72,7308.5,7184.15,2579.05,452.283,5740.38,2151.11,5401.59,7716.14,5854.13,805.288,655.837,3914.7,8180.96,7415.33,705.414,3182.31,7225.92,6255.81,4618.63,1947.8,874.948,837.598,1464.96,6744.13,6667.99,1192.79
forest,7967.55,6535.46,2897.46,7677.05,7425.4,6716.15,6216.29,6679.84,7494.64,4736.9,6622.42,1497.49,1113.45,2763.45,7967.55,2113.53,469.289,3681.08,7589.91,5098.37,4660.05,3959.33,883.423,1069.69,693.249,7177.96,5949.02,1632.07
forest,7056.35,6067.39,5575.17,5228.54,4367.05,1002.57,4550.86,2506.38,5140.1,5072.36,5774.79,986.525,6532.75,6462.33,7056.35,5010.43,644.19,2888.33,1477.75,4220.32,2604.73,687.364,3230.87,1013.23,2710.94,2897.75,2390.52,2248.11
forest,8024.46,1649.2,7555.22,4030.17,4456.11,6805.12,6965.83,5865.9,7478.58,4298.1,7518.6,1604.89,7969.16,6125.91,8024.46,3240.04,1254.84,1961.09,1889.21,2439.62,1762.47,250.495,2337.57,3664.03,2989.27,7036.59,3300.92,2716.85
forest,8210.02,6925.74,4720.99,6024.83,7188.67,809.412,7314.07,829.52,3064.98,7625.34,7373.04,936.572,790.548,2333.19,4065.34,7024.05,565.496,1219.1,8210.02,6176.29,4418.33,4238.78,1593.85,1117.88,3599.23,7422.95,2296.35,1107.75
forest,8250.75,6890.16,7097.42,6121.1,5495.59,5551.69,6296.34,6512.9,7452.91,7614.23,7672.81,531.602,2416.06,5018,8250.75,7689.02,646.679,5596.13,7792.53,1085.16,972.564,1879.23,5372.15,1943.95,7129.3,7468.54,6464,415.06
forest,7979.98,2328.61,6393.29,6248.81,5443.89,5319.47,5729.59,5240.01,6757.94,5339.63,6874.17,736.398,5672.98,5273.85,7979.98,676.911,1023.59,1679.42,7158.76,3458.59,1725.03,291.046,5172.73,3582.17,6096.39,6140.52,6438.77,5771.7
forest,8294.08,7454.81,8191.1,5031.81,2805.96,2720.2,7918.97,833.418,5342.82,7997.55,7324.89,1718.88,1624.31,959.961,8294.08,5299.5,371.211,2415.56,8132.73,4156.19,4910.02,456.963,7235.77,888.105,5144.79,7870.49,2151.48,1297.13
forest,8232.33,778.721,8232.33,6344.81,7515.95,7559.1,5624.79,1007.3,4428.11,7610.7,7584.68,3939.31,8112.32,7324.64,2689.18,1482.45,624.783,1996.9,8197.28,6471.84,2604.55,3470.97,3757.41,7596.68,5560.64,7345.66,5311.59,631.847
forest,8352.98,7851.45,5947.82,7945.51,7560.3,3360.47,7500.82,2281.26,7791.49,7586.41,4789.86,2908.49,5736.57,6986.43,8352.98,1593.84,382.384,2465.04,8039.92,6113.04,2627.92,1124.57,1744.89,2736.73,5357.43,7419.87,6213.85,3792.91
forest,7161.06,5933.94,5456.04,5485.38,4268.87,3520.9,4409.52,1439.59,5169.25,834.643,4974.86,1125.29,6453.17,2795.65,5800.18,4346.25,722.846,3779.87,7161.06,5535.26,3047.97,2128.44,803.329,3926.23,5506.45,4826.75,4339.9,3065.38
forest,8053.2,5458.72,8053.2,3906.51,7800.61,7767.22,7869.46,4880.73,7703.76,7549.27,7594.45,1309.19,4577.66,6630.96,1251.32,2068.26,1118.31,1059.02,2518.42,1416.21,3392.8,1251.69,799.344,4819.66,1615.51,7718.8,7258.74,2729.6
forest,7098.06,2925.65,6256.73,6370.19,5271.33,5684.36,6049.16,1240.5,5640.44,4534.75,6317.19,758.827,6476.12,2273.81,6207.16,1945.33,1926.15,2620.37,7098.06,4806.59,2662.52,380.61,947.662,5046.97,1838.8,5373.15,3647.49,4301.54
forest,8135.44,7403.84,8135.44,7968.79,7906.5,7819.5,7763.19,4656.81,7192.34,7252.29,7652.88,925.414,2414.88,6766.93,1133.99,1775.14,1915.92,2767.97,7258.55,5027.43,3505.12,361.211,1642.29,1130.87,6533.45,7801.68,7376.78,3531.22
forest,8272.29,7384.73,8272.29,8169.9,6425.5,6469.85,7712.17,2034.27,3501.49,7928.67,7946.01,1770.16,7718.74,5641.23,5384.08,1535.94,884.277,3403.79,7652.96,5548.16,4050.28,1761,6304.78,937.122,6774.09,7797.11,7497,3632
forest,7628.12,6905.5,5261.94,680.36,4189,991.96,3894.28,3691.8,4723.68,7019,7202.41,538.893,7628.12,2227.27,1551.79,6686.15,1323.06,5933.98,7554,5864.41,3409.55,3537.19,3190.5,590.834,2986.92,5100.81,3006.58,958.061
forest,8017.37,7778.9,7722,6693.77,5850.71,6203.9,7840.74,4827.46,8017.37,5888.97,7149.76,3776.54,7945.31,6893.62,6549.43,2232.54,785.589,4663.49,2128.55,639.401,2583.12,3926.29,616.43,1261.44,2357.51,7866.34,4999.64,941.066
forest,7873.92,7827,5990.52,778.279,7779.21,7782.04,7873.92,637.765,7860.01,7484.23,7395.46,6087.74,5884.18,6580.47,6156,2507.64,669.507,4289.78,5675.4,217.617,2440.21,565.32,2452.8,3630.93,3017.51,7381.37,7158.43,510.045
forest,8316.58,3536.5,8189.7,8283.66,7516.4,7418.11,7734.29,897.368,7055,7422.25,7715.29,1944.08,8316.58,7296.62,7174.68,7517.06,638.148,2701.8,8093.82,439.847,2674.27,6114.61,6135.42,7484.78,947.767,7561.53,4776.33,3458.86
forest,7987.45,7275.88,7555.84,5653.23,6866.16,1152.32,5001.37,7052.14,2114.8,7987.45,7424.76,488.893,5065.94,4464.02,4293.2,1354.29,460.579,5534.35,2044.4,6767.77,3407.94,6009.02,6205.17,1264.84,7245.39,7688.76,4707.98,364.721
forest,7920.5,4661.51,7755.54,2246.66,4837.21,6857.48,7051.24,4549.51,7381.95,5992.74,7235.47,5351.28,7601.26,6678.31,2200.55,2728.48,621.038,5115.82,7920.5,1014.57,2485.87,5192.46,623.757,6795.08,1764.56,7097.06,1929.13,439.346
forest,8277.89,1065.03,8277.89,3031.62,8003.82,7754.23,8039.05,4804.17,7297.99,7748.01,7585.5,411.606,8042.33,2406.5,1477.59,2393.64,385.988,2784.08,8217.9,222.034,1047.18,1100.04,7440.8,6536.5,7679.53,7776.52,7622.23,4397.44
forest,7960.94,6092.15,7890.49,265.089,7008.01,7002.07,1476.29,1455.26,7730.38,7608.97,7552.92,506.076,7835.7,5212.92,6976.19,7315.33,495.346,3496.73,7960.94,438.683,1864.26,639.535,5203.68,1376.57,4802.87,7622.04,7419.3,3721.68
forest,7856.32,1258.41,6770.79,5577.54,6929.36,6814.82,6842.96,5582.79,6657.89,4271.74,6241.13,1052.07,5806.51,3711.92,4228.33,7856.32,485.59,3999.54,5231.73,667.73,3268.96,284.484,794.013,871.574,1227.54,7179.38,5497.04,795.554
forest,8301.51,7196.07,8076.02,7935.94,2445.85,5656.87,6490.66,6863.12,7622.79,7695.27,7552.05,923.192,6456.08,6915.05,2880.51,2259.98,558.708,3761.86,8301.51,6748.12,4345.82,3879.32,554.235,1248.89,6552.06,7338.43,2248.76,1138.79
forest,8123.2,5208.81,8084.89,6402.5,781.148,2694.71,7658.25,5281.47,7807.46,7890.1,7938.76,847.435,7375.74,7457.42,6737.47,7734.64,548.207,4725.89,8123.2,6608.3,4601.22,1916.53,7228.35,789.977,1004.49,7848.56,980.283,2179.35
forest,8093.44,7793.98,7926.3,595.281,7885.22,7740.7,8093.44,537.696,7916.14,7833.21,7879.96,6378.6,6716.2,5385.23,6501.31,2698.02,656.893,4027.1,4329.07,231.468,3263.12,399.24,1291.49,1065.2,1518.97,7723.33,7755,539.358
forest,7057.63,6873.69,6653.73,506.98,5044.03,5023.56,4941.87,1409.74,5643.37,6108.33,6280.19,1805.33,1912.82,4587.35,7057.63,6367.36,503.576,1973.6,6761.75,467.225,2727.12,2977.51,1358.64,1416.83,2904.1,4996.09,5323.57,5438.29
forest,8407.67,7410.23,8390.68,5657.48,2766.7,6337.13,8179.13,1348.2,6123.41,8111.01,3075.46,1209.45,5505.26,2817.7,8407.67,4823.09,407.684,2701.32,8171.45,3849.09,4770.82,491.123,3004.18,1259.84,5209.64,7917.29,1387.83,1918.56
